OrderItemID,OrderID,ProductID,Quantity,UnitPrice,LineDiscount,LineTotal
3146,1536,12,1,10.56,0.0,10.56
3147,1536,10,1,17.41,0.0,17.41
3148,1536,5,3,11.9,0.0,35.7
3149,1537,12,1,8.59,0.0,8.59
3150,1538,5,2,11.2,3.36,19.04
3151,1538,15,2,18.47,5.54,31.4
3152,1538,9,2,28.44,8.53,48.35
3153,1539,12,3,9.45,0.0,28.35
3154,1540,10,4,14.53,2.91,55.21
3155,1540,7,2,20.51,2.05,38.97
3156,1540,18,2,13.54,1.35,25.73
3157,1541,9,1,26.5,0.0,26.5
3158,1542,12,3,10.19,0.0,30.57
3159,1542,11,1,12.98,0.0,12.98
3160,1542,16,1,11.08,0.0,11.08
3161,1543,19,2,9.92,3.97,15.87
3162,1544,11,3,13.24,5.96,33.76
3163,1545,17,1,12.04,0.0,12.04
3164,1545,13,2,14.52,0.0,29.04
3165,1545,19,3,10.26,0.0,30.78
3166,1546,9,2,28.26,0.0,56.52
3167,1547,18,1,13.57,0.0,13.57
3168,1547,20,2,3.47,0.0,6.94
3169,1548,12,1,9.63,0.48,9.15
3170,1549,5,2,11.58,4.63,18.53
3171,1550,14,1,7.83,0.39,7.44
3172,1550,17,4,11.13,2.23,42.29
3173,1551,17,3,11.7,0.0,35.1
3174,1552,14,1,7.26,0.0,7.26
3175,1552,10,2,14.86,0.0,29.72
3176,1553,11,2,13.13,1.31,24.95
3177,1553,18,1,12.92,0.65,12.27
3178,1553,9,1,25.63,1.28,24.35
3179,1554,19,1,9.87,0.0,9.87
3180,1554,17,2,11.43,0.0,22.86
3181,1555,8,1,16.24,0.0,16.24
3182,1555,19,4,9.72,0.0,38.88
3183,1555,16,1,11.87,0.0,11.87
3184,1556,14,2,7.72,0.0,15.44
3185,1556,13,2,13.26,0.0,26.52
3186,1556,2,2,10.51,0.0,21.02
3187,1557,19,1,10.48,1.05,9.43
3188,1557,12,1,10.26,1.03,9.23
3189,1557,9,1,26.95,2.7,24.25
3190,1558,8,2,17.55,0.0,35.1
3191,1558,19,3,10.58,0.0,31.74
3192,1558,10,2,15.0,0.0,30.0
3193,1558,15,4,16.96,0.0,67.84
3194,1559,18,2,12.18,4.87,19.49
3195,1560,12,2,10.06,2.01,18.11
3196,1560,3,1,14.56,1.46,13.1
3197,1561,20,1,3.22,0.0,3.22
3198,1562,18,1,13.59,2.04,11.55
3199,1562,8,1,15.87,2.38,13.49
3200,1562,6,1,19.24,2.89,16.35
3201,1563,5,1,12.74,0.0,12.74
3202,1563,15,1,18.37,0.0,18.37
3203,1563,19,1,9.84,0.0,9.84
3204,1563,12,1,9.79,0.0,9.79
3205,1563,8,2,17.74,0.0,35.48
3206,1564,7,1,19.59,0.98,18.61
3207,1564,19,2,10.42,1.04,19.8
3208,1564,11,3,11.91,1.79,33.94
3209,1565,16,1,12.72,1.91,10.81
3210,1566,2,2,10.57,0.0,21.14
3211,1566,12,1,9.64,0.0,9.64
3212,1567,7,1,19.62,2.94,16.68
3213,1568,16,4,11.54,0.0,46.16
3214,1569,17,1,12.96,1.94,11.02
3215,1569,15,2,17.49,5.25,29.73
3216,1570,12,1,9.82,0.0,9.82
3217,1570,2,1,10.68,0.0,10.68
3218,1570,16,1,11.92,0.0,11.92
3219,1571,19,5,10.56,5.28,47.52
3220,1572,12,1,10.61,1.59,9.02
3221,1572,4,1,26.08,3.91,22.17
3222,1573,9,1,27.14,2.71,24.43
3223,1574,14,1,7.54,1.13,6.41
3224,1575,20,1,3.38,0.17,3.21
3225,1575,14,2,7.62,0.76,14.48
3226,1576,9,2,25.79,10.32,41.26
3227,1577,14,1,7.37,0.0,7.37
3228,1577,6,1,21.35,0.0,21.35
3229,1577,18,3,13.94,0.0,41.82
3230,1578,10,1,16.31,0.0,16.31
3231,1579,7,3,20.7,0.0,62.1
3232,1579,16,1,12.39,0.0,12.39
3233,1579,2,1,9.73,0.0,9.73
3234,1579,10,2,17.07,0.0,34.14
3235,1580,19,1,10.04,0.0,10.04
3236,1580,20,1,3.56,0.0,3.56
3237,1580,4,1,24.9,0.0,24.9
3238,1581,13,1,14.53,0.0,14.53
3239,1582,8,3,16.16,9.7,38.78
3240,1582,13,1,13.95,2.79,11.16
3241,1583,4,2,27.7,2.77,52.63
3242,1583,5,1,11.73,0.59,11.14
3243,1583,7,3,22.08,3.31,62.93
3244,1583,20,2,4.01,0.4,7.62
3245,1584,6,1,20.99,4.2,16.79
3246,1585,3,1,14.51,0.73,13.78
3247,1585,1,2,13.76,1.38,26.14
3248,1585,14,1,7.27,0.36,6.91
3249,1586,8,1,18.52,0.0,18.52
3250,1587,7,1,19.1,3.82,15.28
3251,1588,4,3,27.5,4.12,78.38
3252,1588,13,2,15.63,1.56,29.7
3253,1589,6,1,22.93,2.29,20.64
3254,1589,11,1,13.38,1.34,12.04
3255,1590,9,1,27.37,0.0,27.37
3256,1590,10,2,16.15,0.0,32.3
3257,1591,17,1,11.98,0.0,11.98
3258,1592,19,1,8.88,0.44,8.44
3259,1592,4,1,26.84,1.34,25.5
3260,1593,5,3,11.34,0.0,34.02
3261,1593,12,3,10.2,0.0,30.6
3262,1594,12,1,10.32,0.52,9.8
3263,1595,2,3,10.13,4.56,25.83
3264,1596,5,2,11.75,3.52,19.98
3265,1597,3,1,14.65,2.2,12.45
3266,1597,8,1,16.58,2.49,14.09
3267,1597,15,2,16.82,5.05,28.59
3268,1597,12,1,10.42,1.56,8.86
3269,1597,13,2,14.31,4.29,24.33
3270,1598,9,5,26.56,13.28,119.52
3271,1599,5,2,11.16,4.46,17.86
3272,1600,19,1,11.12,2.22,8.9
3273,1600,20,2,3.6,1.44,5.76
3274,1601,4,2,26.04,10.42,41.66
3275,1601,10,3,14.99,8.99,35.98
3276,1601,11,1,12.5,2.5,10.0
3277,1602,2,1,10.58,1.06,9.52
3278,1603,8,1,16.68,3.34,13.34
3279,1604,2,2,10.46,3.14,17.78
3280,1604,10,1,15.52,2.33,13.19
3281,1605,20,1,3.65,0.18,3.47
3282,1605,19,1,9.69,0.48,9.21
3283,1606,14,3,7.29,4.37,17.5
3284,1606,8,1,16.68,3.34,13.34
3285,1606,15,3,18.0,10.8,43.2
3286,1606,20,2,3.62,1.45,5.79
3287,1607,12,1,10.07,0.0,10.07
3288,1607,17,2,11.8,0.0,23.6
3289,1607,15,3,17.59,0.0,52.77
3290,1608,10,1,15.58,1.56,14.02
3291,1609,11,3,13.64,6.14,34.78
3292,1610,1,1,12.42,1.86,10.56
3293,1610,11,2,13.29,3.99,22.59
3294,1610,6,1,22.41,3.36,19.05
3295,1610,19,1,9.36,1.4,7.96
3296,1611,10,1,14.94,1.49,13.45
3297,1611,16,2,11.85,2.37,21.33
3298,1612,18,2,13.19,0.0,26.38
3299,1613,15,1,15.72,0.0,15.72
3300,1613,18,1,13.28,0.0,13.28
3301,1613,5,1,12.14,0.0,12.14
3302,1614,6,2,20.31,0.0,40.62
3303,1614,18,1,13.24,0.0,13.24
3304,1615,17,1,12.61,0.0,12.61
3305,1615,6,1,21.07,0.0,21.07
3306,1616,14,3,7.66,1.15,21.83
3307,1617,16,2,11.82,0.0,23.64
3308,1618,13,1,14.13,2.12,12.01
3309,1618,20,1,3.43,0.51,2.92
3310,1619,1,1,11.71,0.0,11.71
3311,1620,16,1,11.85,1.18,10.67
3312,1620,17,1,11.66,1.17,10.49
3313,1621,3,2,13.92,0.0,27.84
3314,1622,18,1,12.96,0.0,12.96
3315,1623,10,1,15.82,0.0,15.82
3316,1624,18,1,11.86,1.19,10.67
3317,1624,3,1,13.83,1.38,12.45
3318,1625,16,1,11.7,2.34,9.36
3319,1625,15,3,16.83,10.1,40.39
3320,1625,14,2,7.38,2.95,11.81
3321,1626,13,1,14.26,0.0,14.26
3322,1627,2,1,9.83,0.0,9.83
3323,1627,6,2,22.03,0.0,44.06
3324,1628,14,2,8.12,1.62,14.62
3325,1628,7,2,19.21,3.84,34.58
3326,1628,6,1,23.53,2.35,21.18
3327,1628,10,1,16.42,1.64,14.78
3328,1629,11,1,12.84,1.28,11.56
3329,1630,2,1,10.33,2.07,8.26
3330,1631,5,2,12.0,4.8,19.2
3331,1631,20,3,3.47,2.08,8.33
3332,1632,8,1,17.79,0.0,17.79
3333,1633,16,1,12.11,2.42,9.69
3334,1633,1,1,12.18,2.44,9.74
3335,1633,3,1,15.34,3.07,12.27
3336,1633,17,1,11.54,2.31,9.23
3337,1634,15,2,17.68,7.07,28.29
3338,1634,20,2,3.56,1.42,5.7
3339,1634,11,2,12.36,4.94,19.78
3340,1634,1,1,11.48,2.3,9.18
3341,1635,7,3,19.7,8.86,50.24
3342,1636,6,1,21.14,0.0,21.14
3343,1637,15,2,18.16,0.0,36.32
3344,1637,14,2,7.94,0.0,15.88
3345,1638,5,1,10.73,0.0,10.73
3346,1638,15,3,18.14,0.0,54.42
3347,1638,10,2,16.11,0.0,32.22
3348,1639,11,1,13.56,0.0,13.56
3349,1639,12,2,9.71,0.0,19.42
3350,1639,2,1,10.46,0.0,10.46
3351,1639,17,3,11.89,0.0,35.67
3352,1640,13,3,14.24,0.0,42.72
3353,1641,1,4,11.92,2.38,45.3
3354,1642,15,2,17.92,7.17,28.67
3355,1642,6,1,22.92,4.58,18.34
3356,1642,3,1,13.99,2.8,11.19
3357,1643,5,2,13.24,0.0,26.48
3358,1643,19,1,10.46,0.0,10.46
3359,1643,1,1,13.29,0.0,13.29
3360,1643,4,1,27.24,0.0,27.24
3361,1644,4,2,26.7,5.34,48.06
3362,1645,18,3,12.1,0.0,36.3
3363,1646,18,1,14.77,2.95,11.82
3364,1646,6,1,19.54,3.91,15.63
3365,1646,5,2,11.62,4.65,18.59
3366,1647,8,2,17.59,0.0,35.18
3367,1648,13,1,14.9,0.0,14.9
3368,1648,7,1,21.4,0.0,21.4
3369,1648,8,3,16.79,0.0,50.37
3370,1648,9,1,26.67,0.0,26.67
3371,1649,2,1,9.64,0.0,9.64
3372,1649,1,1,12.7,0.0,12.7
3373,1650,14,1,7.48,1.12,6.36
3374,1651,15,2,19.37,3.87,34.87
3375,1652,11,1,13.3,0.0,13.3
3376,1652,9,1,28.11,0.0,28.11
3377,1653,16,2,12.18,2.44,21.92
3378,1653,19,1,9.63,0.96,8.67
3379,1654,13,1,15.01,0.75,14.26
3380,1654,8,2,17.98,1.8,34.16
3381,1654,14,1,8.56,0.43,8.13
3382,1655,18,2,13.59,5.44,21.74
3383,1656,10,2,15.62,6.25,24.99
3384,1657,5,2,11.87,2.37,21.37
3385,1657,3,1,13.42,1.34,12.08
3386,1657,19,2,10.44,2.09,18.79
3387,1658,4,3,27.19,0.0,81.57
3388,1658,3,1,14.37,0.0,14.37
3389,1658,10,1,15.42,0.0,15.42
3390,1659,12,1,10.34,0.0,10.34
3391,1660,9,1,29.52,0.0,29.52
3392,1660,19,2,9.92,0.0,19.84
3393,1661,4,1,25.84,0.0,25.84
3394,1662,18,4,12.74,5.1,45.86
3395,1663,18,3,12.61,1.89,35.94
3396,1664,19,1,10.17,0.0,10.17
3397,1664,3,2,13.74,0.0,27.48
3398,1665,11,1,12.15,0.0,12.15
3399,1665,5,2,12.41,0.0,24.82
3400,1665,1,1,11.81,0.0,11.81
3401,1666,17,1,11.7,0.58,11.12
3402,1667,20,1,3.84,0.19,3.65
3403,1667,19,1,9.96,0.5,9.46
3404,1667,8,1,15.57,0.78,14.79
3405,1667,5,1,11.85,0.59,11.26
3406,1668,1,1,12.11,1.82,10.29
3407,1668,10,1,15.52,2.33,13.19
3408,1669,18,1,12.43,0.62,11.81
3409,1669,7,1,20.67,1.03,19.64
3410,1670,14,1,7.31,0.37,6.94
3411,1670,18,2,12.41,1.24,23.58
3412,1670,16,1,10.75,0.54,10.21
3413,1671,10,1,16.33,0.0,16.33
3414,1672,15,1,16.74,0.0,16.74
3415,1672,16,1,11.51,0.0,11.51
3416,1673,1,1,11.8,0.59,11.21
3417,1674,1,1,13.07,1.31,11.76
3418,1675,4,2,27.35,5.47,49.23
3419,1675,12,3,9.73,2.92,26.27
3420,1675,20,2,3.59,0.72,6.46
3421,1676,4,1,25.85,5.17,20.68
3422,1676,7,1,19.03,3.81,15.22
3423,1676,19,3,9.12,5.47,21.89
3424,1677,13,1,15.58,0.0,15.58
3425,1678,5,2,11.35,1.14,21.56
3426,1679,11,2,11.73,0.0,23.46
3427,1680,12,2,9.85,0.98,18.72
3428,1680,15,1,18.85,0.94,17.91
3429,1680,10,1,15.56,0.78,14.78
3430,1681,19,3,10.25,0.0,30.75
3431,1682,14,1,7.64,0.0,7.64
3432,1682,6,1,20.3,0.0,20.3
3433,1683,8,1,17.09,0.0,17.09
3434,1684,17,1,12.02,0.0,12.02
3435,1684,7,1,21.81,0.0,21.81
3436,1684,20,1,3.77,0.0,3.77
3437,1685,12,1,9.32,1.4,7.92
3438,1685,13,1,14.22,2.13,12.09
3439,1685,3,2,14.67,4.4,24.94
3440,1686,15,1,18.02,0.0,18.02
3441,1686,5,1,10.46,0.0,10.46
3442,1687,8,1,17.39,1.74,15.65
3443,1687,9,1,28.23,2.82,25.41
3444,1687,5,3,10.82,3.25,29.21
3445,1688,11,3,11.79,0.0,35.37
3446,1688,14,1,8.25,0.0,8.25
3447,1688,8,2,16.98,0.0,33.96
3448,1689,19,1,9.95,1.0,8.95
3449,1689,17,1,12.62,1.26,11.36
3450,1690,17,2,12.4,4.96,19.84
3451,1690,9,4,27.5,22.0,88.0
3452,1691,8,1,17.32,0.87,16.45
3453,1692,2,1,10.52,1.58,8.94
3454,1693,13,2,14.93,2.99,26.87
3455,1694,15,1,19.25,3.85,15.4
3456,1695,15,5,17.83,13.37,75.78
3457,1695,2,1,10.19,1.53,8.66
3458,1696,1,1,12.87,0.0,12.87
3459,1697,16,1,12.82,1.28,11.54
3460,1697,17,1,11.48,1.15,10.33
3461,1698,13,1,14.22,2.13,12.09
3462,1698,5,1,12.31,1.85,10.46
3463,1699,10,1,15.94,0.8,15.14
3464,1699,20,2,3.58,0.36,6.8
3465,1700,16,1,11.27,0.0,11.27
3466,1700,2,2,9.39,0.0,18.78
3467,1700,4,1,27.14,0.0,27.14
3468,1701,10,2,14.8,4.44,25.16
3469,1701,13,1,13.93,2.09,11.84
3470,1702,19,2,10.29,4.12,16.46
3471,1702,9,2,25.51,10.2,40.82
3472,1702,10,1,16.67,3.33,13.34
3473,1702,18,3,13.34,8.0,32.02
3474,1703,3,1,15.13,0.0,15.13
3475,1703,16,2,11.47,0.0,22.94
3476,1704,13,2,15.13,4.54,25.72
3477,1704,14,1,7.98,1.2,6.78
3478,1705,17,2,11.22,1.12,21.32
3479,1705,15,1,18.3,0.92,17.38
3480,1706,20,1,3.65,0.36,3.29
3481,1706,9,1,25.04,2.5,22.54
3482,1706,11,1,12.63,1.26,11.37
3483,1706,18,3,12.85,3.86,34.69
3484,1707,1,1,12.07,0.0,12.07
3485,1708,5,2,11.61,2.32,20.9
3486,1708,17,3,11.71,3.51,31.62
3487,1709,1,3,11.89,1.78,33.89
3488,1709,6,1,24.35,1.22,23.13
3489,1710,9,3,28.59,17.15,68.62
3490,1710,3,1,13.92,2.78,11.14
3491,1710,18,2,12.9,5.16,20.64
3492,1711,9,2,26.96,0.0,53.92
3493,1712,12,3,10.05,0.0,30.15
3494,1712,18,4,13.36,0.0,53.44
3495,1713,5,3,10.77,0.0,32.31
3496,1713,1,1,12.37,0.0,12.37
3497,1713,15,2,18.17,0.0,36.34
3498,1714,13,4,13.2,0.0,52.8
3499,1715,1,1,12.66,0.0,12.66
3500,1715,9,1,26.36,0.0,26.36
3501,1716,19,1,10.32,1.03,9.29
3502,1716,7,2,20.42,4.08,36.76
3503,1716,16,1,11.29,1.13,10.16
3504,1716,2,2,11.07,2.21,19.93
3505,1717,17,1,10.69,2.14,8.55
3506,1718,5,1,12.29,0.0,12.29
3507,1718,15,2,18.14,0.0,36.28
3508,1718,18,2,14.06,0.0,28.12
3509,1719,19,4,9.41,0.0,37.64
3510,1720,9,1,25.83,2.58,23.25
3511,1721,16,4,12.54,2.51,47.65
3512,1721,1,2,11.54,1.15,21.93
3513,1722,8,1,16.48,3.3,13.18
3514,1723,16,3,12.28,3.68,33.16
3515,1724,3,2,14.65,2.93,26.37
3516,1724,6,1,21.46,2.15,19.31
3517,1725,17,3,11.86,3.56,32.02
3518,1725,4,2,25.66,5.13,46.19
3519,1726,20,1,3.39,0.0,3.39
3520,1726,5,1,12.35,0.0,12.35
3521,1727,13,1,15.53,1.55,13.98
3522,1728,17,2,11.45,3.43,19.47
3523,1728,15,1,17.12,2.57,14.55
3524,1728,19,2,9.95,2.98,16.92
3525,1729,13,4,15.57,6.23,56.05
3526,1730,15,2,16.84,5.05,28.63
3527,1730,3,3,13.52,6.08,34.48
3528,1730,11,2,11.94,3.58,20.3
3529,1731,11,1,11.18,0.0,11.18
3530,1731,5,2,12.04,0.0,24.08
3531,1732,12,1,9.02,0.45,8.57
3532,1732,3,3,14.11,2.12,40.21
3533,1732,8,1,17.79,0.89,16.9
3534,1732,19,1,10.17,0.51,9.66
3535,1733,10,3,16.62,0.0,49.86
3536,1733,19,4,10.91,0.0,43.64
3537,1734,13,2,15.0,6.0,24.0
3538,1734,9,1,27.33,5.47,21.86
3539,1735,20,1,3.82,0.0,3.82
3540,1735,15,1,16.7,0.0,16.7
3541,1735,12,3,10.26,0.0,30.78
3542,1736,11,2,12.55,0.0,25.1
3543,1737,18,2,12.88,0.0,25.76
3544,1738,1,2,12.09,1.21,22.97
3545,1738,13,1,14.21,0.71,13.5
3546,1738,8,1,16.26,0.81,15.45
3547,1738,18,1,12.71,0.64,12.07
3548,1739,10,1,16.19,0.81,15.38
3549,1739,12,4,10.34,2.07,39.29
3550,1739,17,1,11.74,0.59,11.15
3551,1740,20,1,3.63,0.73,2.9
3552,1740,17,1,12.96,2.59,10.37
3553,1741,20,3,3.49,2.09,8.38
3554,1741,5,1,13.33,2.67,10.66
3555,1742,14,2,7.39,0.0,14.78
3556,1743,1,1,12.11,0.0,12.11
3557,1743,2,2,9.7,0.0,19.4
3558,1743,18,1,12.75,0.0,12.75
3559,1744,18,1,13.64,2.05,11.59
3560,1744,15,1,15.66,2.35,13.31
3561,1744,13,1,13.96,2.09,11.87
3562,1744,9,1,27.07,4.06,23.01
3563,1744,12,1,10.01,1.5,8.51
3564,1745,14,1,7.85,1.18,6.67
3565,1745,12,2,10.28,3.08,17.48
3566,1746,10,1,15.89,0.79,15.1
3567,1746,14,1,7.18,0.36,6.82
3568,1747,18,1,13.51,0.0,13.51
3569,1748,15,1,17.37,3.47,13.9
3570,1748,14,1,7.88,1.58,6.3
3571,1749,1,2,11.61,4.64,18.58
3572,1750,14,1,7.02,0.0,7.02
3573,1750,20,4,3.5,0.0,14.0
3574,1750,6,1,22.33,0.0,22.33
3575,1751,20,1,3.91,0.0,3.91
3576,1751,9,2,25.02,0.0,50.04
3577,1751,8,1,16.78,0.0,16.78
3578,1751,4,2,25.55,0.0,51.1
3579,1752,10,1,15.26,2.29,12.97
3580,1752,5,1,11.7,1.76,9.94
3581,1753,20,1,3.56,0.18,3.38
3582,1754,17,1,11.67,0.0,11.67
3583,1754,3,1,14.4,0.0,14.4
3584,1755,3,1,14.08,2.82,11.26
3585,1756,9,1,27.96,0.0,27.96
3586,1756,14,1,7.43,0.0,7.43
3587,1757,17,1,11.84,2.37,9.47
3588,1757,11,1,12.98,2.6,10.38
3589,1758,19,1,9.5,0.0,9.5
3590,1759,12,3,10.03,1.5,28.59
3591,1759,17,1,11.77,0.59,11.18
3592,1760,9,3,26.16,0.0,78.48
3593,1761,2,1,10.72,2.14,8.58
3594,1761,8,1,18.12,3.62,14.5
3595,1762,9,1,28.51,0.0,28.51
3596,1762,15,1,17.58,0.0,17.58
3597,1762,1,1,12.25,0.0,12.25
3598,1763,11,1,12.76,1.91,10.85
3599,1763,3,4,12.55,7.53,42.67
3600,1764,18,4,13.32,2.66,50.62
3601,1764,17,1,12.39,0.62,11.77
3602,1764,11,1,12.8,0.64,12.16
3603,1764,12,2,10.84,1.08,20.6
3604,1764,6,2,22.04,2.2,41.88
3605,1765,13,2,15.33,1.53,29.13
3606,1765,20,1,4.05,0.2,3.85
3607,1765,7,1,21.63,1.08,20.55
3608,1766,17,3,12.07,0.0,36.21
3609,1766,7,1,21.48,0.0,21.48
3610,1767,15,1,17.71,0.89,16.82
3611,1768,2,1,9.83,0.0,9.83
3612,1768,3,1,13.37,0.0,13.37
3613,1769,10,2,15.55,6.22,24.88
3614,1770,6,1,20.54,0.0,20.54
3615,1770,18,1,13.19,0.0,13.19
3616,1771,15,4,16.54,0.0,66.16
3617,1771,2,1,10.15,0.0,10.15
3618,1772,3,1,13.79,0.69,13.1
3619,1773,20,3,3.92,0.0,11.76
3620,1773,18,1,13.38,0.0,13.38
3621,1774,8,1,16.92,1.69,15.23
3622,1774,12,1,10.21,1.02,9.19
3623,1775,15,5,17.29,0.0,86.45
3624,1776,9,2,26.57,7.97,45.17
3625,1777,19,1,10.13,0.0,10.13
3626,1778,10,1,15.89,1.59,14.3
3627,1779,19,1,10.27,1.03,9.24
3628,1780,4,1,23.67,4.73,18.94
3629,1781,17,2,12.58,2.52,22.64
3630,1782,8,1,16.23,1.62,14.61
3631,1783,8,1,17.58,0.88,16.7
3632,1784,18,1,13.1,2.62,10.48
3633,1784,13,1,14.77,2.95,11.82
3634,1785,20,1,3.63,0.18,3.45
3635,1785,11,3,12.5,1.88,35.62
3636,1786,7,1,19.37,2.91,16.46
3637,1786,5,1,12.77,1.92,10.85
3638,1786,2,1,10.7,1.6,9.1
3639,1786,8,2,18.37,5.51,31.23
3640,1787,9,1,29.42,4.41,25.01
3641,1788,17,1,12.52,1.25,11.27
3642,1788,18,3,13.01,3.9,35.13
3643,1789,3,1,13.7,2.05,11.65
3644,1790,14,3,7.39,0.0,22.17
3645,1790,16,4,12.86,0.0,51.44
3646,1791,1,1,12.59,1.89,10.7
3647,1791,7,2,19.75,5.92,33.58
3648,1791,15,2,18.18,5.45,30.91
3649,1792,1,3,11.95,3.58,32.27
3650,1793,7,2,20.2,4.04,36.36
3651,1793,9,1,26.5,2.65,23.85
3652,1793,12,3,9.5,2.85,25.65
3653,1794,17,2,11.84,0.0,23.68
3654,1795,13,1,16.15,0.0,16.15
3655,1795,20,3,3.48,0.0,10.44
3656,1795,19,1,10.22,0.0,10.22
3657,1795,14,2,8.38,0.0,16.76
3658,1796,13,1,15.65,3.13,12.52
3659,1796,12,2,10.23,4.09,16.37
3660,1797,3,5,12.33,0.0,61.65
3661,1797,14,1,7.98,0.0,7.98
3662,1798,18,1,13.51,2.03,11.48
3663,1798,8,2,16.16,4.85,27.47
3664,1799,3,1,14.18,0.0,14.18
3665,1799,17,2,11.8,0.0,23.6
3666,1800,1,4,12.06,2.41,45.83
3667,1801,12,2,9.81,1.96,17.66
3668,1801,13,1,14.27,1.43,12.84
3669,1801,7,1,21.7,2.17,19.53
3670,1802,12,2,9.0,0.0,18.0
3671,1802,11,2,12.91,0.0,25.82
3672,1802,1,1,12.78,0.0,12.78
3673,1802,20,1,3.84,0.0,3.84
3674,1803,1,1,12.59,0.0,12.59
3675,1804,9,2,27.01,0.0,54.02
3676,1804,13,2,14.66,0.0,29.32
3677,1804,6,2,21.76,0.0,43.52
3678,1804,2,1,10.76,0.0,10.76
3679,1805,17,2,11.53,0.0,23.06
3680,1805,4,1,26.95,0.0,26.95
3681,1806,2,1,10.82,2.16,8.66
3682,1806,4,1,26.36,5.27,21.09
3683,1807,6,1,23.56,0.0,23.56
3684,1807,19,4,9.86,0.0,39.44
3685,1808,15,2,16.74,0.0,33.48
3686,1808,3,1,13.38,0.0,13.38
3687,1809,12,1,10.63,0.0,10.63
3688,1809,15,5,15.97,0.0,79.85
3689,1809,19,1,10.36,0.0,10.36
3690,1810,6,2,22.44,4.49,40.39
3691,1811,16,1,11.69,1.17,10.52
3692,1812,5,1,11.21,0.0,11.21
3693,1812,10,1,15.69,0.0,15.69
3694,1812,18,3,12.75,0.0,38.25
3695,1813,4,1,26.65,0.0,26.65
3696,1814,10,1,15.04,0.75,14.29
3697,1815,3,1,15.09,3.02,12.07
3698,1816,17,2,12.61,0.0,25.22
3699,1817,14,2,7.73,1.55,13.91
3700,1817,4,2,25.44,5.09,45.79
3701,1818,4,1,26.76,1.34,25.42
3702,1818,19,1,9.82,0.49,9.33
3703,1819,9,1,28.71,0.0,28.71
3704,1820,14,1,7.48,0.0,7.48
3705,1820,15,3,16.81,0.0,50.43
3706,1821,12,2,9.32,0.93,17.71
3707,1821,16,2,13.1,1.31,24.89
3708,1822,10,1,17.15,2.57,14.58
3709,1822,3,3,14.31,6.44,36.49
3710,1822,5,1,12.1,1.82,10.28
3711,1823,7,2,20.75,2.08,39.42
3712,1824,11,1,12.07,0.0,12.07
3713,1824,15,2,18.94,0.0,37.88
3714,1824,10,3,14.88,0.0,44.64
3715,1825,12,1,10.25,0.0,10.25
3716,1825,17,1,11.08,0.0,11.08
3717,1826,14,1,7.88,0.0,7.88
3718,1826,8,1,16.3,0.0,16.3
3719,1826,17,1,11.99,0.0,11.99
3720,1827,5,2,11.33,4.53,18.13
3721,1828,18,1,13.89,0.69,13.2
3722,1829,15,1,17.63,0.0,17.63
3723,1829,5,3,12.66,0.0,37.98
3724,1829,6,1,20.4,0.0,20.4
3725,1830,19,1,9.98,0.5,9.48
3726,1830,13,1,14.6,0.73,13.87
3727,1830,9,1,26.75,1.34,25.41
3728,1831,15,1,19.2,2.88,16.32
3729,1832,8,4,16.55,9.93,56.27
3730,1832,1,2,12.14,3.64,20.64
3731,1833,7,1,20.18,0.0,20.18
3732,1834,15,3,17.19,0.0,51.57
3733,1834,20,1,3.61,0.0,3.61
3734,1834,7,1,20.01,0.0,20.01
3735,1835,15,1,17.46,3.49,13.97
3736,1835,6,1,19.76,3.95,15.81
3737,1836,16,1,11.36,1.14,10.22
3738,1836,20,1,3.56,0.36,3.2
3739,1836,19,2,10.13,2.03,18.23
3740,1836,8,1,16.82,1.68,15.14
3741,1837,14,1,7.75,0.0,7.75
3742,1838,13,2,15.94,0.0,31.88
3743,1838,18,1,13.78,0.0,13.78
3744,1839,10,1,15.43,0.0,15.43
3745,1839,18,1,14.76,0.0,14.76
3746,1839,19,1,8.64,0.0,8.64
3747,1840,16,4,11.09,0.0,44.36
3748,1840,14,1,8.29,0.0,8.29
3749,1841,4,3,27.48,16.49,65.95
3750,1842,1,1,13.03,1.3,11.73
3751,1843,9,3,24.63,0.0,73.89
3752,1844,10,2,16.63,1.66,31.6
3753,1844,6,1,21.33,1.07,20.26
3754,1845,6,1,24.01,0.0,24.01
3755,1845,18,1,13.7,0.0,13.7
3756,1845,20,1,3.42,0.0,3.42
3757,1846,14,3,7.81,3.51,19.92
3758,1846,20,4,4.08,2.45,13.87
3759,1846,6,1,21.5,3.22,18.28
3760,1847,15,3,17.52,10.51,42.05
3761,1847,8,1,17.21,3.44,13.77
3762,1847,1,1,11.81,2.36,9.45
3763,1847,9,1,26.46,5.29,21.17
3764,1847,7,1,18.99,3.8,15.19
3765,1848,17,2,12.64,5.06,20.22
3766,1849,15,1,17.37,0.0,17.37
3767,1849,4,3,25.6,0.0,76.8
3768,1849,9,1,26.57,0.0,26.57
3769,1849,3,1,12.82,0.0,12.82
3770,1850,10,1,16.44,0.82,15.62
3771,1850,1,1,11.5,0.58,10.92
3772,1850,3,2,12.88,1.29,24.47
3773,1851,1,3,12.54,0.0,37.62
3774,1851,12,1,10.11,0.0,10.11
3775,1851,8,1,17.31,0.0,17.31
3776,1852,2,1,9.45,0.47,8.98
3777,1852,20,2,3.74,0.37,7.11
3778,1852,6,1,20.73,1.04,19.69
3779,1852,8,3,17.26,2.59,49.19
